Teams	1
1	1001	100	Team1	Long1	Short1	USA	XXX
2	1002	100	Team2	Long2	Short2	USA	XXX
3	1003	100	Team3	Long3	Short3	USA	XXX
4	1004	100	Team4	Long4	Short4	USA	XXX
5	1005	100	Team5	Long5	Short5	USA	XXX
6	1006	100	Team6	Long6	Short6	USA	XXX
7	1007	100	Team7	Long7	Short7	USA	XXX
8	1008	100	Team8	Long8	Short8	USA	XXX
9	1009	100	Team9	Long9	Short9	USA	XXX
10	1010	100	Team10	Long10	Short10	USA	XXX
11	1011	100	Team11	Long11	Short11	USA	XXX
12	1012	100	Team12	Long12	Short12	USA	XXX
13	1013	100	Team13	Long13	Short13	USA	XXX
14	1014	100	Team14	Long14	Short14	USA	XXX
15	1015	100	Team15	Long15	Short15	USA	XXX
16	1016	100	Team16	Long16	Short16	USA	XXX
17	1017	100	Team17	Long17	Short17	USA	XXX
18	1018	100	Team18	Long18	Short18	USA	XXX
19	1019	100	Team19	Long19	Short19	USA	XXX
20	1020	100	Team20	Long20	Short20	USA	XXX
21	1021	100	Team21	Long21	Short21	USA	XXX
22	1022	100	Team22	Long22	Short22	USA	XXX
23	1023	100	Team23	Long23	Short23	USA	XXX
24	1024	100	Team24	Long24	Short24	USA	XXX
25	1025	100	Team25	Long25	Short25	USA	XXX
26	1026	100	Team26	Long26	Short26	USA	XXX
27	1027	100	Team27	Long27	Short27	USA	XXX
28	1028	100	Team28	Long28	Short28	USA	XXX
29	1029	100	Team29	Long29	Short29	USA	XXX
30	1030	100	Team30	Long30	Short30	USA	XXX
31	1031	100	Team31	Long31	Short31	USA	XXX
32	1032	100	Team32	Long32	Short32	USA	XXX
33	1033	100	Team33	Long33	Short33	USA	XXX
34	1034	100	Team34	Long34	Short34	USA	XXX
35	1035	100	Team35	Long35	Short35	USA	XXX
36	1036	100	Team36	Long36	Short36	USA	XXX
37	1037	100	Team37	Long37	Short37	USA	XXX
38	1038	100	Team38	Long38	Short38	USA	XXX
39	1039	100	Team39	Long39	Short39	USA	XXX
40	1040	100	Team40	Long40	Short40	USA	XXX
41	1041	200	Team41	Long41	Short41	USA	XXX
42	1042	200	Team42	Long42	Short42	USA	XXX
43	1043	200	Team43	Long43	Short43	USA	XXX
44	1044	200	Team44	Long44	Short44	USA	XXX
45	1045	200	Team45	Long45	Short45	USA	XXX
46	1046	200	Team46	Long46	Short46	USA	XXX
47	1047	200	Team47	Long47	Short47	USA	XXX
48	1048	200	Team48	Long48	Short48	USA	XXX
49	1049	200	Team49	Long49	Short49	USA	XXX
50	1050	200	Team50	Long50	Short50	USA	XXX
51	1051	200	Team51	Long51	Short51	USA	XXX
52	1052	200	Team52	Long52	Short52	USA	XXX
53	1053	200	Team53	Long53	Short53	USA	XXX
54	1054	200	Team54	Long54	Short54	USA	XXX
55	1055	200	Team55	Long55	Short55	USA	XXX
56	1056	200	Team56	Long56	Short56	USA	XXX
57	1057	200	Team57	Long57	Short57	USA	XXX
58	1058	200	Team58	Long58	Short58	USA	XXX
59	1059	200	Team59	Long59	Short59	USA	XXX
60	1060	200	Team60	Long60	Short60	USA	XXX
61	1061	200	Team61	Long61	Short61	USA	XXX
62	1062	200	Team62	Long62	Short62	USA	XXX
63	1063	200	Team63	Long63	Short63	USA	XXX
64	1064	200	Team64	Long64	Short64	USA	XXX
65	1065	200	Team65	Long65	Short65	USA	XXX
66	1066	200	Team66	Long66	Short66	USA	XXX
67	1067	200	Team67	Long67	Short67	USA	XXX
68	1068	200	Team68	Long68	Short68	USA	XXX
69	1069	200	Team69	Long69	Short69	USA	XXX
70	1070	200	Team70	Long70	Short70	USA	XXX
71	1071	200	Team71	Long71	Short71	USA	XXX
72	1072	200	Team72	Long72	Short72	USA	XXX
73	1073	200	Team73	Long73	Short73	USA	XXX
74	1074	200	Team74	Long74	Short74	USA	XXX
75	1075	200	Team75	Long75	Short75	USA	XXX
76	1076	200	Team76	Long76	Short76	USA	XXX
77	1077	200	Team77	Long77	Short77	USA	XXX
78	1078	200	Team78	Long78	Short78	USA	XXX
79	1079	200	Team79	Long79	Short79	USA	XXX
80	1080	200	Team80	Long80	Short80	USA	XXX
