teams	1
651	302109	312542	D2 Logic Bombers	D2 Logic Bombers (BYU Hawaii)	BYU Hawaii	USA
652	302110	312542	D2 BrAts	D2 BrAts (BYU Hawaii)	BYU Hawaii	USA
653	302111	312542	D2 KORding	D2 KORding (BYU Hawaii)	BYU Hawaii	USA
654	302112	312542	D2 MFM	D2 MFM (BYU Hawaii)	BYU Hawaii	USA
655	305364	312542	D2 0000FF	D2 0000FF (HPU)	HPU	USA
656	305376	312542	D2 FF0000	D2 FF0000 (HPU)	HPU	USA
657	305688	312542	D2 Cope With It	D2 Cope With It (BYU Hawaii)	BYU Hawaii	USA
658	307572	312542	D2 - Follow Your Heart	D2 - Follow Your Heart (UH-Hilo)	UH-Hilo	USA
659	309496	312542	D2 FFFFFF	D2 FFFFFF (HPU)	HPU	USA
151	309101	312543	D2 Eagle White	D2 Eagle White (EWU)	EWU	USA
152	309102	312543	D2 Screaming Eagles	D2 Screaming Eagles (EWU)	EWU	USA
153	309103	312543	D2 The Eagle Has Landed	D2 The Eagle Has Landed (EWU)	EWU	USA
154	309104	312543	D2 Eagle > Drone	D2 Eagle > Drone (EWU)	EWU	USA
155	309536	312543	D2 Reagle Eagles	D2 Reagle Eagles (EWU)	EWU	USA
156	309554	312543	D2 We got Class	D2 We got Class (Gonzaga U.)	Gonzaga U.	USA
157	309745	312543	D2 3AGL3S	D2 3AGL3S (EWU)	EWU	USA
158	309806	312543	D2-Vandal Silver	D2-Vandal Silver (U of I)	U of I	USA
159	309807	312543	D2-Vandal Black	D2-Vandal Black (U of I)	U of I	USA
251	305999	312544	D2 MSDMSMPMCRAPAFRRFTC	D2 MSDMSMPMCRAPAFRRFTC (George Fox)	George Fox	USA
252	306000	312544	D2 The Front Row	D2 The Front Row (George Fox)	George Fox	USA
253	306002	312544	D2 Byte Our Dust	D2 Byte Our Dust (George Fox)	George Fox	USA
254	306004	312544	D2 Classy Foos	D2 Classy Foos (George Fox)	George Fox	USA
255	307186	312544	D2-UO-placeholder-name	D2-UO-placeholder-name (U of Oregon)	U of Oregon	USA
256	308732	312544	D2 Linfield 1	D2 Linfield 1 (Linfield)	Linfield	USA
257	308740	312544	D2 Linfield 3	D2 Linfield 3 (Linfield)	Linfield	USA
258	308741	312544	D2 Linfield 2	D2 Linfield 2 (Linfield)	Linfield	USA
259	308742	312544	D2 Linfield 4	D2 Linfield 4 (Linfield)	Linfield	USA
260	308928	312544	D2 Linfield 5	D2 Linfield 5 (Linfield)	Linfield	USA
261	309454	312544	D2 - Alpha Omega	D2 - Alpha Omega (PacificU)	PacificU	USA
262	309455	312544	D2 - OperationGCC	D2 - OperationGCC (PacificU)	PacificU	USA
263	309456	312544	D2 - Abstract Cats	D2 - Abstract Cats (PacificU)	PacificU	USA
