3025,1,1,0.0,0.0
3030,1,1,0.0,0.0
3090,1,1,0.0,0.0
3001,4,0,0.0,0.0
3002,4,0,0.0,0.0
3003,4,0,0.0,0.0
3004,4,0,0.0,0.0
3005,4,0,0.0,0.0
3006,4,0,0.0,0.0
3007,4,0,0.0,0.0
3008,4,0,0.0,0.0
3009,4,0,0.0,0.0
3010,4,0,0.0,0.0
3011,4,0,0.0,0.0
3012,4,0,0.0,0.0
3013,4,0,0.0,0.0
3014,4,0,0.0,0.0
3015,4,0,0.0,0.0
3016,4,0,0.0,0.0
3017,4,0,0.0,0.0
3018,4,0,0.0,0.0
3019,4,0,0.0,0.0
3020,4,0,0.0,0.0
3021,4,0,0.0,0.0
3022,4,0,0.0,0.0
3023,4,0,0.0,0.0
3024,4,0,0.0,0.0
3026,4,0,0.0,0.0
3027,4,0,0.0,0.0
3028,4,0,0.0,0.0
3029,4,0,0.0,0.0
3031,4,0,0.0,0.0
3032,4,0,0.0,0.0
3033,4,0,0.0,0.0
3034,4,0,0.0,0.0
3035,4,0,0.0,0.0
3036,4,0,0.0,0.0
3037,4,0,0.0,0.0
3038,4,0,0.0,0.0
3039,4,0,0.0,0.0
3040,4,0,0.0,0.0
3041,4,0,0.0,0.0
3042,4,0,0.0,0.0
3043,4,0,0.0,0.0
3044,4,0,0.0,0.0
3045,4,0,0.0,0.0
3046,4,0,0.0,0.0
3047,4,0,0.0,0.0
3048,4,0,0.0,0.0
3049,4,0,0.0,0.0
3050,4,0,0.0,0.0
3051,4,0,0.0,0.0
3052,4,0,0.0,0.0
3053,4,0,0.0,0.0
3054,4,0,0.0,0.0
3055,4,0,0.0,0.0
3056,4,0,0.0,0.0
3057,4,0,0.0,0.0
3058,4,0,0.0,0.0
3059,4,0,0.0,0.0
3060,4,0,0.0,0.0
3061,4,0,0.0,0.0
3062,4,0,0.0,0.0
3063,4,0,0.0,0.0
3064,4,0,0.0,0.0
3065,4,0,0.0,0.0
3066,4,0,0.0,0.0
3067,4,0,0.0,0.0
3068,4,0,0.0,0.0
3069,4,0,0.0,0.0
3070,4,0,0.0,0.0
3071,4,0,0.0,0.0
3072,4,0,0.0,0.0
3073,4,0,0.0,0.0
3074,4,0,0.0,0.0
3075,4,0,0.0,0.0
3076,4,0,0.0,0.0
3077,4,0,0.0,0.0
3078,4,0,0.0,0.0
3079,4,0,0.0,0.0
3080,4,0,0.0,0.0
3081,4,0,0.0,0.0
3082,4,0,0.0,0.0
3083,4,0,0.0,0.0
3084,4,0,0.0,0.0
3085,4,0,0.0,0.0
3086,4,0,0.0,0.0
3087,4,0,0.0,0.0
3088,4,0,0.0,0.0
3089,4,0,0.0,0.0
3091,4,0,0.0,0.0
3092,4,0,0.0,0.0
3093,4,0,0.0,0.0
3094,4,0,0.0,0.0
3095,4,0,0.0,0.0
3096,4,0,0.0,0.0
3097,4,0,0.0,0.0
3098,4,0,0.0,0.0
3099,4,0,0.0,0.0
3100,4,0,0.0,0.0
3101,4,0,0.0,0.0
3102,4,0,0.0,0.0
3103,4,0,0.0,0.0
3104,4,0,0.0,0.0
3105,4,0,0.0,0.0
3106,4,0,0.0,0.0
3107,4,0,0.0,0.0
3108,4,0,0.0,0.0
3109,4,0,0.0,0.0
3110,4,0,0.0,0.0
3111,4,0,0.0,0.0
3112,4,0,0.0,0.0
3113,4,0,0.0,0.0
3114,4,0,0.0,0.0
3115,4,0,0.0,0.0
3116,4,0,0.0,0.0
3117,4,0,0.0,0.0
3118,4,0,0.0,0.0
3119,4,0,0.0,0.0
3120,4,0,0.0,0.0
